id,title,year,period,release_date,original_language,runtime,revenue,popularity,vote_average,vote_count,genres,production_countries,spoken_languages,production_companies,overview,status,tagline,imdb_id,poster_path,homepage
740648,Eden,2019,"(2013,2020]",2019-02-13,en,4,NA,0.0143,NA,NA,Animation,Spain,No Language,MediaClaqueta,"Rufina is ready to spend a field day, surrounded by peace and pleasant nature, will it be as simple as it seems?",Released,NA,NA,/jJsN8JWXHl934x47Teo1P1XZlpj.jpg,http://www.mediaclaqueta.com/cortometrajes-eden/
727756,Scarred Lands and Wounded Lives: The Environmental Footprint of War,2008,"[1950,2013]",2008-01-01,en,68,NA,0.0214,NA,NA,Documentary,United States of America,English,NA,"A documentary on the ecological consequences of warfare in Bosnia, Sudan and Iraq.",Released,NA,tt1284586,NA,http://www.scarredlandsfilm.com/
716562,Lemon,2019,"(2013,2020]",2019-06-08,es,NA,NA,0.0453,NA,NA,Animation,Spain,NA,"Abel & Baker Films, TVE",NA,Released,NA,NA,/2W16AK30uFmVJfM7cDefmtIuDVZ.jpg,NA
660606,Prêts pour la décroissance?,2020,"(2013,2020]",2020-02-12,fr,NA,NA,0.0143,NA,NA,Documentary,Canada,French,La Plénière,NA,Released,NA,NA,NA,NA
553395,Acoustic Ocean,2018,"(2013,2020]",2018-05-14,en,18,NA,0.0621,NA,NA,"Documentary, Science Fiction",Norway,"English, Northern Sami, Norwegian",NA,"Acoustic Ocean is an artistic exploration of the sonic ecology of marine life in the North Atlantic. Located on the Lofoten Islands in Northern Norway, the video centers on the performance of a marine-biologist diver who is using a life-size model of a submersible equipped with all sorts of hydrophones and recording devices. In this science-fictional quest, her task is to sense the submarine space for acoustic and bioluminescent forms of expression.",Released,NA,NA,/uDkf3TsLHZYq7G8eJAyN0csvtfb.jpg,NA
553395,Acoustic Ocean,2018,"(2013,2020]",2018-05-14,en,18,NA,0.0621,NA,NA,"Documentary, Science Fiction",Switzerland,"English, Northern Sami, Norwegian",NA,"Acoustic Ocean is an artistic exploration of the sonic ecology of marine life in the North Atlantic. Located on the Lofoten Islands in Northern Norway, the video centers on the performance of a marine-biologist diver who is using a life-size model of a submersible equipped with all sorts of hydrophones and recording devices. In this science-fictional quest, her task is to sense the submarine space for acoustic and bioluminescent forms of expression.",Released,NA,NA,/uDkf3TsLHZYq7G8eJAyN0csvtfb.jpg,NA
431416,Die kleinen Dinge,2015,"(2013,2020]",2015-07-05,de,NA,NA,0.0286,5,1,Family,Germany,NA,NA,NA,Released,NA,NA,NA,NA
427311,Nouveau Monde,2016,"(2013,2020]",2016-10-19,fr,NA,NA,0.0214,NA,NA,Documentary,France,"English, French",Pixeland,NA,Released,NA,tt6165614,/fL1prxXed2hcj9If3a3JaeGS8tP.jpg,NA
211558,To the Tar Sands,2008,"[1950,2013]",2008-01-01,en,61,NA,0.0214,NA,NA,Documentary,Canada,English,Saddlebag Productions,"To The Tar Sands follows a group of nineteen young environmentalists as they cycle over 1,300 kilometres northbound across Alberta to witness the impacts of Alberta’s tar sands boom firsthand. They talk to farmers, moms and dads, an urban planner, oil industry workers, the chief of a First Nations community and others along the way asking “How has the tar sands boom affected you?” As the kilometres click away, they excavate into their own complicity with Alberta’s rush to develop the tar sands.",Released,NA,NA,NA,http://www.tothetarsandsfilm.ca
915221,RESIST: The Unist'ot'en's Call To The Land,2015,"(2013,2020]",2015-04-29,en,30,NA,0.0071,8,1,Documentary,Canada,NA,NA,"RESIST; The Unist'oten's Call to the Land is a short documentary that was filmed in the summer of 2013 on unceded Wet'suwet'en territory, 1000 km north of Vancouver in northern BC (western Canada) over the duration of the fourth annual Environmental Action Camp, hosted by the Unist’ot’en (C'ihlts'ehkhyu/Big Frog) Clan.  The focus of the film is on the Camp as a year-round resistance to exploitative industry, and what it represents in relation to indigenous sovereignty and the environmental, legal, and social issues surrounding pipeline projects in British Columbia. The film documents one of the most important resistance camps in North America at the time.",Released,NA,tt4135392,NA,http://unistotencamp.com
1507606,Battle for the Trees,1992,"[1950,2013]",1992-04-12,en,57,NA,0.0168,NA,NA,Documentary,Canada,English,"Channel 4 Television, ONF | NFB, Otmoor Productions, Sarus Productions","This documentary examines the battle strategies of citizens, scientists, loggers, environmentalists and First Nations people who are fighting over the liquidation of public forests and, with it, a way of life.",Released,NA,tt0224644,/mvvj5ojt4wG1dhrjyuhfEmoQkeE.jpg,https://www.nfb.ca/film/battle_for_the_trees/
1507606,Battle for the Trees,1992,"[1950,2013]",1992-04-12,en,57,NA,0.0168,NA,NA,Documentary,United Kingdom,English,"Channel 4 Television, ONF | NFB, Otmoor Productions, Sarus Productions","This documentary examines the battle strategies of citizens, scientists, loggers, environmentalists and First Nations people who are fighting over the liquidation of public forests and, with it, a way of life.",Released,NA,tt0224644,/mvvj5ojt4wG1dhrjyuhfEmoQkeE.jpg,https://www.nfb.ca/film/battle_for_the_trees/
1451519,Transplant,2024,"(2020,2025]",2024-05-24,en,4,1,0.0831,NA,NA,"Drama, Science Fiction",Denmark,English,NA,"2D animation sci-fi/drama about a world that has become a toxic place, and how one girl confronts it",Released,"2D animation sci-fi/drama about a world that has become a toxic place, and how one girl confronts it.",NA,/lYKTbLqWhwAXqW2X9heF1ARyb13.jpg,https://liviyde.com/transplant/
1451519,Transplant,2024,"(2020,2025]",2024-05-24,en,4,1,0.0831,NA,NA,"Drama, Science Fiction",Sweden,English,NA,"2D animation sci-fi/drama about a world that has become a toxic place, and how one girl confronts it",Released,"2D animation sci-fi/drama about a world that has become a toxic place, and how one girl confronts it.",NA,/lYKTbLqWhwAXqW2X9heF1ARyb13.jpg,https://liviyde.com/transplant/
1154390,Raising Joey,2020,"(2013,2020]",2020-12-10,en,9,NA,0.0168,NA,NA,Documentary,Australia,English,NA,"The fires that have devastated Australia left behind countless injured and orphaned animals. This is the story of rescued joeys and their adoption by human carers. World-renowned animal photographer and advocate for rescued animals, Alex Cearns OAM, leads us into the quirky world of kangaroo care in this heart-warming journey that sheds light on the work of Wildlife Care WA Inc.",Released,A photographer's journey to help animals in need,NA,/qjwimWxUICFsxFHAQAdsevC0WzJ.jpg,NA
525464,Garden in the Sea,2012,"[1950,2013]",2012-04-28,es,69,NA,0.0168,NA,NA,Documentary,Mexico,"English, Spanish",FEE Mexico,"Jardín en el Mar is the story of an exceptional project. Several years ago, a group of enthusiastic and committed people started to work for the protection of the Islands in the Sea of Cortez in Baja California Sur, Mexico. Thanks to this effort all the Islands became a UNESCO world heritage side, but the story of Espíritu Santo island is especially remarkable. It was bought back from different owners and donated to the people of Mexico for its conservation in perpetuity.  To celebrate the success of all the efforts and to remind people of our close relation to the ocean, renowned Spanish artist Cristina Iglesias was asked to make a piece of art for the Island. Cristina decided to create a ""Garden in the Sea"", a labyrinth-like setting of various screens sunk into the sea, that nature will grow over, generating marine life.",Released,NA,tt3920838,/f4nzJGYf5JHs9UNYEmzIG9iuJAE.jpg,https://www.jardinenelmar.com
347088,Come Hell or High Water: The Battle for Turkey Creek,2014,"(2013,2020]",2014-04-29,en,56,NA,0.0168,NA,NA,Documentary,United States of America,English,Leah Mahan Productions,"When the graves of former slaves are bulldozed in Mississippi, a native son returns to protect the community they settled - a place now threatened by urban sprawl, hurricanes and an unprecedented man-made disaster.",Released,NA,tt4461858,/ytTnWeVUKQ3cX0q4S9smrZZ30cE.jpg,http://comehellorhighwaterfilm.com/
1469429,Fisher of Men,2025,"(2020,2025]",2025-05-16,en,10,NA,0.0143,NA,NA,"Adventure, Comedy, Horror",NA,NA,"Happy Howlin Video, Mirror Ghost Films",A tentacled lake monster exacts revenge upon a noble but flawed fisherman.,Released,Careful What you Fish For,tt36615176,/9dSHCjVbr2WpqDr1f7rClIpwhSy.jpg,NA
1286640,Poros Stands,2024,"(2020,2025]",2024-04-17,en,NA,NA,0.0143,NA,NA,Documentary,Australia,English,LOWCo Au,NA,Released,NA,NA,/uOKSWQsmocdCTQIA8plGGmq1G5N.jpg,NA
1223227,Man Uses and Changes the Land,1967,"[1950,2013]",1967-01-01,en,9,NA,0.0143,NA,NA,Documentary,United States of America,NA,Coronet Films,"The film discusses the various uses of land for producing food, clothing, and shelter. It explains how different types of land are cultivated for growing crops, raising livestock, and sourcing raw materials for clothing like cotton, wool, and leather. The film also covers the extraction of resources for building materials, such as lumber, clay, stone, and iron ore. Additionally, it touches on the production of plastics and synthetic materials from minerals. The film emphasizes the importance of making wise decisions in land use, balancing agricultural, industrial, and recreational needs, and the necessity of conserving land for its natural beauty and environmental value.",Released,NA,NA,/1et7AeIWADJj5clTaLx5DqZ20K4.jpg,NA
904582,Before They Fall,2021,"(2020,2025]",2021-08-04,en,NA,NA,0.0143,NA,NA,Documentary,NA,NA,NA,"Conservation groups, First Nations, and scientists come together in this timely short film, as a decades-long battle to protect endangered old-growth forests in BC escalates at Fairy Creek (the last unprotected, intact valley on southern Vancouver Island).  The film explores the characters’ individual relationships with ancient forests, and why it’s imperative we collectively protect them. It touches on potential solutions, like a transition away from old-growth in the future of logging, and Indigenous sovereignty.",Released,NA,NA,/cOPRFwwJxW5gp3967unbyBl7xiT.jpg,NA
895845,Fairy Creek: The Last Stand,2021,"(2020,2025]",2021-08-04,en,99,NA,0.0143,NA,NA,Documentary,NA,NA,Canada's Social Change-Makers,"In less than 150 years, 97.3% of British Columbia's old growth forests have been logged. These ancient trees and their ecosystems have been lost forever. Fairy Creek (Ada'itsx), one of BC's last untouched old growth watersheds, lies on Southern Vancouver Island on the unceded territories of the Pacheedaht, Ditidaht and the Huu-ay-aht Nations. Despite Premier John Horgan's 2020 election promise to protect the remaining 2.7% of old growth forest, logging of Fairy Creek continues unabated. In August 2020, forest and land defenders began setting up blockades to prevent the destruction of this beautiful and fragile ecosystem. One year later, after mass civil action, over 500 arrests and intense public pressure, the conflict continues. This comprehensive and compelling documentary film sheds light on the issues around the logging and blockades, through conversations with Indigenous Elders, politicians, police, lawyers, front line activists, and many others.",Released,NA,NA,/9S8Ks4ewU3K2BjJrRVHhkIqIlgZ.jpg,NA
575431,Immersion,2019,"(2013,2020]",2019-01-07,en,3,NA,0.0143,NA,NA,Documentary,United States of America,NA,Petole Films,Immersion is a short conceptual film featuring wonder kid Axel Rosenblad. It is a sensorial journey into his surfing.,Released,NA,NA,/goJKJJHJunbgdrzYzHepT10k382.jpg,NA
411398,Environmental Training,2016,"(2013,2020]",2016-09-10,pt,15,NA,0.0143,3,1,"Drama, Fantasy, Science Fiction",Brazil,Portuguese,NA,"The silent film is about a depressive lady of the last century who travels through time to a beach of current times, but ends up coming across a completely polluted environment.",Released,A LADY. PAST. A SOUNDTRACK. FUTURE. A DESIRE.,tt5181348,NA,http://www.treinamentoambiental.com
397581,Cod Wars,2001,"[1950,2013]",2001-01-01,is,71,NA,0.0214,NA,NA,Documentary,NA,"English, Icelandic",NA,"It’s now 40 years since the end of the Cod Wars between Britain and Iceland. During the 1950s and 60s, Britain consumed 430,000 tons of cod each year, but as the stocks started to diminish the livelihoods of fishing communities in both countries were at stake. Iceland took steps to protect their fishing industry - the mainstay of their economy - resulting in the three so-called Cod Wars. This was a David and Goliath struggle, where the small fleet of Icelandic gunboats were pitted against the British trawlers and the Royal Navy in the North Atlantic.  This Icelandic film, made in 2001, tells the story from both sides and reflects on the impact of the Cod Wars in Grimsby and Hull.",Released,NA,NA,/8qOSd43rTHsrPELzJ3tVTET0SM6.jpg,NA
335631,Overburden,2015,"(2013,2020]",2015-04-10,en,65,NA,0.0143,NA,NA,Documentary,United States of America,English,Milesfrommaybe Productions,"After a mine explosion kills her brother, a pro-coal activist joins forces with a tree-hugging grandmother to take down the most dangerous coal company in the United States.",Released,NA,tt4162662,/xhtwtVqs0ZlAWcEPCYVavAhxToR.jpg,http://overburdendocumentary.com/
1430111,The Cost of Forever,2024,"(2020,2025]",2024-09-27,en,23,NA,0.0071,NA,NA,Documentary,NA,English,Alabama Rivers Alliance,"In ""The Cost of Forever"", we uncover the hidden and costly dangers of ‘forever chemicals’ in our rivers and drinking water sources, following Riverkeepers and water protectors as they strive to protect communities—and themselves—from PFAS contamination.",Released,NA,NA,/ydappAwtgu7bZbNF7dL4VFXptwr.jpg,https://www.southernexposurefilms.org/films/the-cost-of-forever
1240910,No Otter Zone,2012,"[1950,2013]",2012-08-24,en,16,NA,0.0071,NA,NA,Documentary,United States of America,NA,Blue Horizons Environmental Media,"The Southern Sea Otter was historically abundant along the California coastline until intense hunting pressures reduced their numbers to near-extinction levels. But now the otters are coming back, and with them they bring the potential for drastic change to the modern-day economics and ecology of the Santa Barbara Channel.",Released,Change is Coming,tt2547422,/p9RegCEpRV02X8rngG15xZcBTkU.jpg,https://www.videoproject.org/No-Otter-Zone.html
1055148,Burned: Are Trees the New Coal?,2021,"(2020,2025]",2021-04-30,en,74,NA,0.0071,NA,NA,Documentary,United States of America,NA,Marlboro Productions,"The little-known story of the accelerating destruction of our forests for fuel - the policy loopholes, huge subsidies, and blatant green washing of the burgeoning biomass electric power industry.",Released,NA,NA,/xjXHvchl0HsuuXXrol4wXFoKJt1.jpg,https://burnedthemovie.com/
1053816,A Wild Idea: The Birth of the APA,2021,"(2020,2025]",2021-10-25,en,58,NA,0.0071,NA,NA,Documentary,United States of America,English,Mountain Lake PBS,"The creation of the Adirondack Park Agency (APA) in 1971 and the impact it has had on the development of the park over the years. Most of the land within the park is privately owned, yet the Adirondacks remain largely undeveloped.",Released,NA,NA,/gQ2GWyziSMU3xnXrYMlHdDRX1Dj.jpg,NA
1038685,Total Disaster,2022,"(2020,2025]",2022-06-01,en,12,NA,0.0143,NA,NA,Documentary,NA,"English, French",NA,"Armed with realistic bird puppets, trickster environmental activists pretend to be oil company Total—staging a satirical press conference to introduce “RéHabitat,” a program to rescue animals from the East African Oil Pipeline by relocating them to “more sustainable” habitats. Using humor and mischief, they expose a deadly ecological disaster in a zany effort to help #StopEACOP.",Released,NA,NA,/zYv9OTVNKNm5KLyBbTvbBF4JFit.jpg,NA
1030127,Dream of a mermaid,2019,"(2013,2020]",2019-01-01,ko,NA,NA,0.0143,NA,NA,Documentary,South Korea,NA,NA,"Working as a designer for a clothing company, Song-mi, feeling skeptical about her heavy workload and repetitive daily life, decides to quit her job and become a freediving underwater performer. As she went deeper into her sea, Songmi felt that her body and mind, which had been weary of her, were healed. In order to return this 'gift of healing' she received from her sea, she challenges a special underwater performance with installation artist Boseong and aqua aerobics instructor Doui. Youth campaigns in Jeju, Palau and Cebu. The silent cry of a mermaid trapped in a plastic forest in the middle of the Pacific Ocean now throws a strong warning to our oceans.",Released,NA,NA,/c0sTldNmkuQOWCm3j23VEFBUkMP.jpg,NA
947935,Climate Change on Trial,2021,"(2020,2025]",2021-10-18,en,23,NA,0.0071,NA,NA,Documentary,United Kingdom,English,BBC World News,"Nick Beake travels to Norway to meet the young people taking on their government in an attempt to prevent further drilling for oil and gas. They believe their country's export of fossil fuels is putting the planet in peril, and it's one of many similar fights emerging across Europe.",Released,NA,tt23458420,/8FjyUCTauAbgNFpbBwHcOl0iLQp.jpg,https://www.bbc.co.uk/programmes/m0010yl3
947935,Climate Change on Trial,2021,"(2020,2025]",2021-10-18,en,23,NA,0.0071,NA,NA,Documentary,United States of America,English,BBC World News,"Nick Beake travels to Norway to meet the young people taking on their government in an attempt to prevent further drilling for oil and gas. They believe their country's export of fossil fuels is putting the planet in peril, and it's one of many similar fights emerging across Europe.",Released,NA,tt23458420,/8FjyUCTauAbgNFpbBwHcOl0iLQp.jpg,https://www.bbc.co.uk/programmes/m0010yl3
900857,Un nuage sur le toit du monde,2008,"[1950,2013]",2008-10-31,fr,NA,NA,0.0071,NA,NA,Documentary,France,French,"ARTE, Le Miroir",NA,Released,NA,NA,/8DQNNmlRJMIZ7wbK1eZeCPR3NIl.jpg,NA
746633,Life In The Void,2018,"(2013,2020]",2018-10-22,en,10,NA,0.0071,NA,NA,Documentary,Singapore,"English, Malay, Mandarin",NA,"Linger in Singapore's public housing and the first thing you will notice is the void deck. The empty space on the ground floor of HDB blocks brings people together and helps develop a sense of community. It is used also to host weddings, birthdays and sometimes public art projects. This insightful short documents life here.",Released,NA,NA,/tuBJqmfLZjQYxmD7sRePUetRsCW.jpg,NA
525177,Brave New River,2013,"[1950,2013]",2013-05-02,fr,68,NA,0.0071,NA,NA,Documentary,Canada,"Cree, English, French",MC2 Productions,"Brave New River (directed by Nicolas Renaud) is a feature documentary exploring the paradoxes of our control over nature, the meeting between two worlds and the dilemmas of those taking part in the transformation of the land.",Released,NA,tt4545276,/knznm1za5PkbFoDBPIMKmpPdsvv.jpg,http://mc2.ca/en/portfolio_page/bravenewriver/
269035,Another Side of the Forest,1974,"[1950,2013]",1974-05-10,en,21,NA,0.0071,7,1,Documentary,Canada,English,ONF | NFB,"Developments in the Canadian forestry industry during the 1970s are shown being carried out both as lab experiments and in the field to protect and conserve the country's vast forests. These include turning a Newfoundland bog into woodland, fostering British Columbia seedlings that withstand mechanical planting, inoculating Ontario elms against the bark beetle, devising ways of controlling fire, and more.",Released,NA,tt0225083,/a4AyuQKXavVy7DjEBv6pcRiWcF8.jpg,https://www.nfb.ca/film/another_side_of_the_forest
1514361,Yirrkala: Conversations with Dundiwuy Wanambi,1995,"[1950,2013]",1995-01-01,en,NA,NA,NA,NA,NA,Documentary,Australia,English,NA,"Yirrkala is an Aboriginal township on the Gove Peninsula in Northeast Arnhem Land. It was established as a Methodist mission in 1935 and over the years Yolngu from many different clans moved there.  Conversations With Dundiwuy Wanambi is a personal film which reveals something of the struggles and thoughts of one elder in the face of enormous change. In the early years Dundiwuy was a heavy drinker. In a disturbing interview in a pub, Dundiwuy explains his reasons for drinking. Then, through a dream, Dundiwuy realizes he must begin to protect his family and clan. He establishes his Marrakulu clan homeland center at Gurka'wuy, south of Yirrkala. He will hold a great ceremony there. Years later Dundiwuy returns to Yirrkala. His clan is small and he did not receive the necessary support from his sons. But Dundiwuy endures, continues his struggle, and we learn in the post-script of how he has become a successful and sought-after artist.",Released,NA,NA,/lUTPzNk2ZmsASkpzTpRmPs1TOX2.jpg,NA
1351021,"Hydrogène, la belle promesse",2024,"(2020,2025]",2024-09-05,fr,NA,NA,NA,8,1,"Documentary, TV Movie",France,French,"24images, France Télévisions",NA,Released,NA,NA,/7LL4Rb1ZFW0yrPR77ImPSDwMBW5.jpg,NA
1135310,"Empty Oceans, Empty Nets",2002,"[1950,2013]",2002-04-22,en,55,NA,NA,NA,NA,Documentary,United States of America,English,NA,Examines the global fisheries crisis and the forces pushing many marine fish stocks toward commercial extinction. Documents some promising and innovative efforts to restore fisheries and protect essential fish habitat. Examines new market initiatives giving consumers a powerful vote in deciding how our oceans are fished. Commentary is provided by fishermen and by many of the world's most respected marine and fisheries scientists.,Released,NA,tt1449800,/2FrbPoBAgg9nrN18FH0TeXmqUXr.jpg,http://www.habitatmedia.org/EOEN.html
1071725,The Sign of Doom,2022,"(2020,2025]",2022-07-25,id,18,NA,NA,NA,NA,Documentary,Indonesia,"Indonesian, Javanese",Sisa Tanah Films,"The pandemic has changed many things. Including Alfia, she is a teacher who has learned a lot from the phenomenon she saw. For Alfia, trash is no longer appropriate to be disposed of in its place.",Released,NA,NA,/pjqyjcUeGKzqCKhbaUjKykonLb2.jpg,NA
937666,Planted in 2020,2020,"(2013,2020]",2020-12-13,en,18,NA,0.0071,NA,NA,Documentary,NA,English,NA,"Despite a workforce in quarantine, Canada planted almost 700 million trees in 2020 – the most ever. With future forests under threat, a young woman journies into the Canadian bush to endure a grueling and unconventional season of tree planting during a pandemic.",Released,NA,NA,/mn0V8SSJVcUWYQ4PibDknQjDoax.jpg,https://f3m.ca/en/film/planted-in-2020/
816669,FORTEpiano,2021,"(2020,2025]",2021-06-01,pt,3,NA,NA,NA,NA,Drama,Brazil,Portuguese,NA,A person shaken by the catastrophes of the world cannot let go of their chaotic thoughts until they find a bond that was once lost.,Released,See the world as it is.,NA,/rWC94AgBHEB3TA0SomVoUMT79J5.jpg,NA
626580,A Year Along the Geostationary Orbit,2018,"(2013,2020]",2018-01-01,de,16,NA,NA,NA,NA,Documentary,Germany,No Language,NA,"A year through the distant eyes of meteorological satellite Himawari-8 – a hypnotic stream of Earth's beauty, fragility and disasters. Animation of satellite irradiation scan measurements, scientific data by meteorological satellite Himawari-8 courtesy of JMA/BoM/NCI",Released,NA,NA,/6mE4TyJwmCXyXZZvwNmvwtPm2m0.jpg,https://ayatgo.wetplanet.de/
35,The Simpsons Movie,2007,"[1950,2013]",2007-07-25,en,87,527068851,8.1116,7.013,8206,"Animation, Comedy, Family",United States of America,English,"20th Century Fox, Gracie Films","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",Released,See our family. And feel better about yours.,tt0462538,/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg,http://www.simpsonsmovie.com/
81,Nausicaä of the Valley of the Wind,1984,"[1950,2013]",1984-03-11,ja,117,9016411,6.4857,7.951,3772,"Adventure, Animation, Fantasy",Japan,Japanese,"Hakuhodo, Tokuma Shoten, Topcraft","After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",Released,A young girl's love called forth miracles…,tt0087544,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,https://movies.disney.com/nausicaa-of-the-valley-of-the-wind
262543,Automata,2014,"(2013,2020]",2014-10-09,en,110,6237990,2.8867,5.863,1697,"Science Fiction, Thriller",Bulgaria,English,"Green Moon Productions, Nu Boyana Viburno","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",Released,Your time is coming to an end – Ours is now beginning,tt1971325,/v2CokOK5RfdkTo6C26PifDCndoX.jpg,http://www.automata-movie.com/
262543,Automata,2014,"(2013,2020]",2014-10-09,en,110,6237990,2.8867,5.863,1697,"Science Fiction, Thriller",Spain,English,"Green Moon Productions, Nu Boyana Viburno","Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",Released,Your time is coming to an end – Ours is now beginning,tt1971325,/v2CokOK5RfdkTo6C26PifDCndoX.jpg,http://www.automata-movie.com/
11076,Fly Away Home,1996,"[1950,2013]",1996-09-13,en,107,25143818,2.0393,6.931,476,"Adventure, Drama, Family",United States of America,English,"Columbia Pictures, Sandollar Productions","Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",Released,"To achieve the incredible, you have to attempt the impossible.",tt0116329,/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg,NA
501,Grizzly Man,2005,"[1950,2013]",2005-07-28,en,103,NA,1.8542,7.544,872,Documentary,United States of America,English,"Discovery Docs, Lions Gate Films, Real Big Production","Werner Herzog's documentary film about the ""Grizzly Man"" Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one man's attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.",Released,"In nature, there are boundaries. One man spent the last 13 years of his life crossing them.",tt0427312,/zuZWpcuye25rpsiZ4XzsAvmLDHG.jpg,NA
39464,Godzilla vs. Hedorah,1971,"[1950,2013]",1971-07-24,ja,85,2768400,1.2591,6.8,226,"Action, Horror, Science Fiction",Japan,Japanese,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory","An ever evolving alien life-form arrives on a comet from the Dark Gaseous Nebula and proceeds to consume pollution. Spewing mists of sulfuric acid and corrosive sludge, neither humanity nor Godzilla may be able to defeat this toxic menace.",Released,The Smog Monster Hedorah arrives in a shooting star!,tt0067148,/sy9k4VKud71zhY4a7kaq9flptw.jpg,NA
801058,Seaspiracy,2021,"(2020,2025]",2021-03-24,en,89,NA,1.4866,7.85,430,"Crime, Documentary",Faeroe Islands,English,"A.U.M. Films & Media, Disrupt Studios","Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",Released,NA,tt14152756,/iFNri0fwn1WfCoxf3H3v1z8dCm4.jpg,https://www.netflix.com/title/81014008
801058,Seaspiracy,2021,"(2020,2025]",2021-03-24,en,89,NA,1.4866,7.85,430,"Crime, Documentary",Japan,English,"A.U.M. Films & Media, Disrupt Studios","Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",Released,NA,tt14152756,/iFNri0fwn1WfCoxf3H3v1z8dCm4.jpg,https://www.netflix.com/title/81014008
801058,Seaspiracy,2021,"(2020,2025]",2021-03-24,en,89,NA,1.4866,7.85,430,"Crime, Documentary",United Kingdom,English,"A.U.M. Films & Media, Disrupt Studios","Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",Released,NA,tt14152756,/iFNri0fwn1WfCoxf3H3v1z8dCm4.jpg,https://www.netflix.com/title/81014008
801058,Seaspiracy,2021,"(2020,2025]",2021-03-24,en,89,NA,1.4866,7.85,430,"Crime, Documentary",United States of America,English,"A.U.M. Films & Media, Disrupt Studios","Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",Released,NA,tt14152756,/iFNri0fwn1WfCoxf3H3v1z8dCm4.jpg,https://www.netflix.com/title/81014008
11530,The Discord,1978,"[1950,2013]",1978-03-16,fr,90,NA,0.8389,6.381,327,Comedy,France,French,Les Films Christian Fechner,"Guillaume has made it: A machine that can clean dirty air by simply sucking all dirt into air balloons and then shipping them far far away so his explanation. Some Japanese business guys, after dinner with a lot of alcohol, order 5,000 pieces. His only problem: His production capacity is way to small so he gets to produce the machines in his private house. His wife Bernadette is far from being happy about it. Her private life goes down the line so she decides to leave Guillaume and to finally have revenge she candidates for major against her husband...",Released,NA,tt0078528,/lQ3IUf65maoUtVIhfHurD0KzduD.jpg,NA
340488,Salt and Fire,2016,"(2013,2020]",2016-12-07,en,98,NA,0.757,4.942,77,"Drama, Thriller",Bolivia,"English, Spanish","Benaroya Pictures, Canana, Construction Film, International Film Trust, Skellig Rock, The Fyzz","A scientist blames the head of a large company for an ecological disaster in South America. But when a volcano begins to show signs of erupting, they must unite to avoid a disaster.",Released,Sometimes redemption is out of reach,tt4441150,/3UkmGmAIJPLpBH2TXzNDO8kykkw.jpg,NA
340488,Salt and Fire,2016,"(2013,2020]",2016-12-07,en,98,NA,0.757,4.942,77,"Drama, Thriller",France,"English, Spanish","Benaroya Pictures, Canana, Construction Film, International Film Trust, Skellig Rock, The Fyzz","A scientist blames the head of a large company for an ecological disaster in South America. But when a volcano begins to show signs of erupting, they must unite to avoid a disaster.",Released,Sometimes redemption is out of reach,tt4441150,/3UkmGmAIJPLpBH2TXzNDO8kykkw.jpg,NA
340488,Salt and Fire,2016,"(2013,2020]",2016-12-07,en,98,NA,0.757,4.942,77,"Drama, Thriller",Germany,"English, Spanish","Benaroya Pictures, Canana, Construction Film, International Film Trust, Skellig Rock, The Fyzz","A scientist blames the head of a large company for an ecological disaster in South America. But when a volcano begins to show signs of erupting, they must unite to avoid a disaster.",Released,Sometimes redemption is out of reach,tt4441150,/3UkmGmAIJPLpBH2TXzNDO8kykkw.jpg,NA
